region,category,parameter,mode,powertrain,year,unit,value,Log_price,Log_range_km,Log_charging_time,Log_sales_volume,Log_co2_saved,Log_battery_capacity,Log_energy_efficiency,Log_weight_kg,Log_number_of_seats,Log_motor_power,Log_distance_traveled
China,Historical,EV sales share,Trucks,EV,2018,percent,1.89999997615814,0.2761687644569619,0.6898660231578797,0.7285337148309033,0.735921363880419,0.6942683154285049,0.537102937121587,0.5919455820107885,0.544334694159958,0.5532947556651124,0.5568568504564597,0.9622261164005823
China,Historical,EV stock share,Cars,EV,2018,percent,1.10000002384186,0.16804618324124299,0.8860421770649733,0.572018487471906,0.615021931356968,0.8247868429764323,0.31545240104967753,0.2587636058138988,0.833600866257437,0.6437577467951239,0.6626755131882707,0.9302484082996663
China,Historical,EV stock share,Trucks,EV,2018,percent,0.709999978542328,0.635254976094167,0.4252852174300912,0.9288851008236488,0.23506269291823667,0.12094219651127791,0.6189311742390884,0.8283636502465651,0.4624631010410454,0.6311868476193176,0.6595067765501095,0.47711177792620285
China,Historical,Oil displacement Mbd,Buses,EV,2018,Milion barrels per day,0.030999999493361,0.02237989486888381,0.5718672235647297,0.7910509617549446,0.9328930299034734,0.795189162738203,0.6897758245400625,0.6959629262251911,0.6295681410524603,0.6383944415109528,0.6650237695322003,0.9881860973981946
China,Historical,Oil displacement Mbd,Trucks,EV,2018,Milion barrels per day,0.016000000759959,0.7655788041136073,0.7131006588780575,0.7257871376356613,0.9211254921787746,0.8553299598048404,0.49838886222367607,0.48441522972680595,0.5164097420104321,0.7314158822675507,0.9044806044270581,0.7849301693303059
China,Historical,Oil displacement Mbd,Vans,EV,2018,Milion barrels per day,0.00289999996312,0.5028929647857545,0.7678828027018463,0.9905601286998599,0.8527734815675028,0.8322682321188094,0.709175399696844,0.6538861251370242,0.6605052037939068,0.0,0.658576708461454,0.9777076982828667
China,Historical,"Oil displacement, million lge",Buses,EV,2018,"Oil displacement, million lge",1900.0,0.6958709875331124,0.6466916064477031,0.5787611306996436,0.5431114336026024,0.5065354724758039,0.12868283989235296,0.4145137501426256,0.36983574312067,0.8769514395748776,0.5701249123722998,0.8434250525010052
China,Historical,"Oil displacement, million lge",Trucks,EV,2018,"Oil displacement, million lge",950.0,0.5206813633318514,0.7660843035229263,0.906899217037434,0.7984703446393948,0.7736550415242983,0.7540972045026699,0.7075116690963063,0.4943023659435415,1.0,0.2899665024649529,0.6112387571402231
China,Historical,"Oil displacement, million lge",Vans,EV,2018,"Oil displacement, million lge",170.0,0.08336600672170391,0.6176616637021655,0.9905601286998599,0.7403964058616421,0.6575978884902002,0.5061297476877165,0.6189983071753867,0.5632190314358168,0.5532947556651124,0.810287263701813,0.7716587263743833
China,Historical,"Oil displacement, million lge",Cars,EV,2018,"Oil displacement, million lge",1800.0,0.6851276438118354,0.48379963054049857,0.7386860879893635,0.7510218238069357,0.5404700788090085,0.17350606271671265,0.4154462515936951,0.5690829211955268,0.8769514395748776,0.21521474258924433,0.5580590760531243
China,Historical,Oil displacement Mbd,Buses,EV,2019,Milion barrels per day,0.032000001519919,0.7162358913229667,0.6479962516208031,0.7257871376356613,0.8956663725060485,0.8148991902976829,0.533955199516805,0.6051860954270297,0.5389810401336925,0.0,0.8410616564094977,0.7867955541324991
China,Historical,Oil displacement Mbd,Vans,EV,2019,Milion barrels per day,0.003100000089034,0.4891463895486279,0.6466916064477031,0.7202429887908949,0.2754567735048503,0.18416210190056626,0.11957745575407275,0.27968960463287706,0.6569518779156116,1.0,0.3398544948766653,0.9841912497796992
China,Historical,Oil displacement Mbd,Cars,EV,2019,Milion barrels per day,0.043000001460314,0.26335270548007017,0.7273776372470808,0.7209397679910854,0.2657462876646268,0.35740904526516515,0.43074568225338306,0.43168737663192747,0.6612926381679705,0.6631205299038021,0.664716235625852,0.593906036713594
China,Historical,"Oil displacement, million lge",Trucks,EV,2019,"Oil displacement, million lge",880.0,0.5129754524415766,0.708237445676623,0.7257871376356613,0.7858167850221824,0.7227700463118881,0.6480760860206818,0.5845564505977333,0.635325789725,0.0,0.7513605400170427,0.7933231487159658
China,Historical,"Oil displacement, million lge",Vans,EV,2019,"Oil displacement, million lge",190.0,0.8018443016538868,0.9244125259842713,0.6995504666664178,0.7233485045119163,0.8353906503994165,0.698227193187398,0.5083478283642765,0.6238089632301991,0.6365986351289066,0.6449940473130185,0.9381077921539616
China,Historical,"Oil displacement, million lge",Cars,EV,2019,"Oil displacement, million lge",2600.0,0.8190841011042753,0.7420019910712277,0.48558680105847607,0.707293919962817,0.7263095774345648,0.4950161090881664,0.4256834392513328,0.825991501693772,1.0,0.6546884962298232,0.7830941569855665
China,Historical,EV stock share,Trucks,EV,2019,percent,0.759999990463257,0.16595136553836376,0.6951609039116791,0.3020166913295881,0.7331922881590316,0.696216943180123,0.5353173320630693,0.5832535848735626,0.5791163161210706,1.0,0.6567518524946059,0.801082903807742
China,Historical,EV stock share,Cars,EV,2019,percent,1.5,0.3463047361836953,0.6863091411500382,0.9552428250766184,0.7190491117890216,0.701439215780486,0.22131562961874396,0.3264175939067985,0.705283052219495,1.0,0.6634077553636573,0.7807421096296956
China,Historical,EV sales share,Trucks,EV,2019,percent,1.20000004768372,0.6169992722827544,0.6147115338135587,0.7216354660749376,0.46153826921922025,0.24971513618295582,0.09995222323897779,0.3258883782141576,0.5563028779156705,0.0,0.5744940440120128,0.790507827862005
China,Historical,EV sales share,Cars,EV,2019,percent,5.0,0.12015215684725078,0.5838810555022824,0.5797161413377653,0.7196700129649778,0.6581434677375574,0.5285349996292168,0.6483359220091255,0.7830955161614144,0.641973979348597,0.04666710028706689,0.7009049288744009
China,Historical,EV stock share,Vans,EV,2019,percent,1.70000004768372,0.5262366465901174,0.8844031087179787,0.7167427577048981,0.020876657801569554,0.6377508903123447,0.2642543306183882,0.2265167739490329,0.3483863897476942,0.6526172783642754,0.9754027615019236,0.7932824844159301
China,Historical,EV sales share,Vans,EV,2019,percent,1.60000002384186,0.46136908452541014,0.32061469233427053,0.13158941424267984,0.9190908530564887,0.7462710405986922,0.7322339485885812,0.7839371323454535,0.8195931583359446,0.7314158822675507,0.6631380681929469,0.7944892458927999
China,Historical,EV stock share,Buses,EV,2019,percent,15.0,0.6216272681097106,0.7179110100197883,0.2553657837925408,0.841989749459104,0.8000542563383656,0.20597334172096615,0.4017418731245018,0.2528389175035963,1.0,0.6449940473130185,0.7900668836437998
China,Historical,EV sales share,Buses,EV,2019,percent,61.0,0.6108929653934752,0.9311122864569332,0.7110849245881278,0.5446876893083665,0.752515902072565,0.6847832642443976,0.4705051899275853,0.5436348907824842,0.6347987795745893,0.22233883062317705,0.7906560934509201
China,Historical,EV stock,Trucks,BEV,2019,Vehicles,190000.0,0.5166873158058927,0.7665667615115039,0.7188461735643822,0.734064033871018,0.7491728034517454,0.6159264569092204,0.591180410673417,0.659322559623023,0.5532947556651124,0.6623669787182203,0.6512456027627089
China,Historical,EV stock,Trucks,PHEV,2019,Vehicles,31.0,0.6716956208069202,0.9359471574662293,0.8125585986905134,0.9301961871805298,0.9570232975884393,0.5766042565494873,0.2305799066985731,0.5980447419220374,0.7314158822675507,0.36356445790500747,0.7882686388531956
China,Historical,EV stock,Cars,PHEV,2019,Vehicles,770000.0,0.550204027306906,0.8074778996647056,0.7237161070478825,0.753893960075219,0.775602797811945,0.29062956987701605,0.29124009604996537,0.30673873734102486,0.641973979348597,0.6605903461625267,0.7923247464484104
China,Historical,EV sales,Trucks,BEV,2019,Vehicles,24000.0,0.3228168295179241,0.5881992595010852,0.7326222901980187,0.6239043488956932,0.4282162044035215,0.5131280529189421,0.661860463721066,0.25813573705473125,0.3236566839097653,0.6632921874638238,0.7643405692916758
China,Historical,EV sales,Cars,PHEV,2019,Vehicles,230000.0,0.6911158263840473,0.5431372116661881,0.715334978447675,0.6645692492353046,0.5791352536108473,0.19005196461584384,0.4261199660888494,0.8401987010928158,0.3236566839097653,0.47669331950407257,0.9177519220886756
China,Historical,EV stock,Cars,BEV,2019,Vehicles,2600000.0,0.26088535893816456,0.8330987610041307,0.9939814220488518,0.3687143835165141,0.46323557807267257,0.5819570628992496,0.38831844803897886,0.4620008821736592,0.5532947556651124,0.664716235625852,0.6299417829994161
China,Historical,EV sales,Cars,BEV,2019,Vehicles,830000.0,0.5351001238423496,0.7020822985025477,0.7333001094126503,0.9102651315378942,0.8365328890193277,0.2751357426946641,0.4021430996261729,0.1731683545015743,0.0,0.6619039300318792,0.8202582719192502
China,Historical,EV charging points,EV,Publicly available fast,2019,charging points,210000.0,0.5102027166928362,0.7250298972698432,0.823768615697134,0.8093125495768385,0.7716605234557671,0.382201795894739,0.40164147454213406,0.5626252979757025,0.0,0.48659880435577163,0.5239278294844625
China,Historical,EV charging points,EV,Publicly available slow,2019,charging points,300000.0,0.5198810096733695,0.883581292422752,0.9481685117142208,0.9211770312100049,0.9265167989816508,0.5695358979755774,0.3630154726796432,0.5693884649969698,0.7314158822675507,0.985342286890603,0.7929303887019064
China,Historical,EV stock,Buses,FCEV,2019,Vehicles,2300.0,0.46635282925391763,0.2121590807205258,0.8119906729336605,0.7975635959383847,0.5582749732606321,0.46592158321942234,0.7262529753025823,0.5776633174954426,0.6455375370534095,0.6617881215134029,0.7945573804061441
China,Historical,EV stock,Buses,BEV,2019,Vehicles,430000.0,0.51658427290009,0.8817513871461957,0.7216354660749376,0.7291317445765073,0.8077142485748016,0.5500866264312538,0.4345961644347719,0.34720998879878895,0.6437577467951239,0.8763412916441493,0.6617832207120125
China,Historical,EV sales,Buses,FCEV,2019,Vehicles,1100.0,0.49875228035770647,0.8777854460004548,0.7544663908207514,0.7007656938803826,0.7819437129900518,0.658893766457175,0.49245936151560776,0.5595108488450826,0.6455375370534095,0.8933559375190585,0.9564502380798507
China,Historical,EV sales,Buses,BEV,2019,Vehicles,68000.0,0.5338800269554778,0.787484693100519,0.9702645658947312,0.7402363563675718,0.7489838405771266,0.4384698928257711,0.3303218575006971,0.5484385230555846,0.0,0.6585379296511369,0.9180758827868378
China,Historical,EV stock,Vans,BEV,2019,Vehicles,250000.0,0.5143270870294412,0.7385222683349533,0.7237161070478825,0.8169281604455052,0.8017878120745344,0.11957745575407275,0.22474995419554633,0.5382671995496304,0.6473133678195306,0.661595066089375,0.7932515639064674
China,Historical,EV sales,Vans,BEV,2019,Vehicles,27000.0,0.5777307487027272,0.3551310885360095,0.7346526815547404,0.8430456335893357,0.5973051113454376,0.5385259994300278,0.6978240426609638,0.4756947484914402,0.6490852566717202,0.6604356498820194,0.7914077606319179
China,Historical,EV sales,Buses,PHEV,2019,Vehicles,1300.0,0.29377786989375565,0.7610136109086956,0.7250978564467435,0.744748523984927,0.7313170437460094,0.6425614137508133,0.5917701579342637,0.5916126367500878,0.7314158822675507,0.6661758581816803,0.581995075879274
China,Historical,EV stock,Buses,PHEV,2019,Vehicles,32000.0,0.7774812257965795,0.6699529577611447,0.7278486462101014,0.9218294880522611,0.84086411261188,0.4573987393826431,0.5222033225348438,0.5070138309070877,0.3236566839097653,0.8258381659870015,0.9883830466722872
China,Historical,EV stock,Vans,PHEV,2019,Vehicles,44.0,0.7613501607939899,0.2007623664196021,0.715334978447675,0.6075098960232923,0.5194350530299036,0.709175399696844,0.9380945163272506,0.5149869012121995,1.0,0.6517194083385909,0.9701396234757933
China,Historical,EV sales,Vans,PHEV,2019,Vehicles,27.0,0.4967102269377843,0.7579102909366535,0.37088111182115124,0.44082049721795813,0.4547688120643386,0.4398184280858708,0.4747855911292399,0.2614280749162532,0.6490852566717202,0.5202369199605879,0.1948418290511409
China,Historical,Electricity demand,Buses,EV,2019,GWh,15000.0,0.48066965104898607,0.7470364386528885,0.6654224534368206,0.8655112201620048,0.8089682614107182,0.45765694591195727,0.4946306760922349,0.16503220628548831,0.3236566839097653,0.7410550579383197,0.8971174307430481
China,Historical,Electricity demand,Trucks,EV,2019,GWh,4800.0,0.6894959061321888,0.760090334496909,0.7132149871455911,0.7131281734942578,0.7212055004987582,0.7277219652440421,0.6644101045493424,0.7189247548348092,0.6401862168988539,0.19341140976617366,0.7172912501119222
China,Historical,Electricity demand,Vans,EV,2019,GWh,500.0,0.2847191461806169,0.7131006588780575,0.8624595223546692,0.8362378372860468,0.7924777135463063,0.5946452566040643,0.5743433121663838,0.744098335823975,0.0,0.5523795043468662,0.7986889397430388
China,Historical,Electricity demand,Cars,EV,2019,GWh,8400.0,0.5011461334557055,0.8293954092857423,0.7195451251090214,0.7824638971645639,0.8176777452282779,0.6125427216060764,0.49872868756402766,0.7089935905272888,0.8769514395748776,0.6584603657908961,0.9595241005473714
China,Historical,Electricity demand,Buses,EV,2020,GWh,15000.0,0.5116520691287221,0.7369554419034399,0.1468764855256818,0.5091550030503704,0.5345794725676637,0.4422349815007789,0.4306055009441777,0.58119045900703,0.6578861793434287,0.6613633315227934,0.6461278181522672
China,Historical,Electricity demand,Trucks,EV,2020,GWh,4400.0,0.7388908596239325,0.7179110100197883,0.6936700240188568,0.7472026972907551,0.7071444460805821,0.5010367310464625,0.5404873515746379,0.46853281012691816,0.5532947556651124,0.21521474258924433,0.3667367218620936
China,Historical,Electricity demand,Vans,EV,2020,GWh,480.0,0.5128319560471404,0.8247222090733033,0.9535882943243558,0.7754559252287287,0.7670002463543649,0.658893766457175,0.5195236677382634,0.40505281937816395,0.0,0.6946185712990056,0.7933474848643463
China,Historical,Electricity demand,Cars,EV,2020,GWh,9600.0,0.6023020058720672,0.14331450413957003,0.7244075140084628,0.7493519176368095,0.3989278549869283,0.7231612027560932,0.814159302486234,0.8069633645897154,0.7314158822675507,0.6591581411924534,0.7788280556575709
China,Projection-STEPS,Electricity demand,Trucks,EV,2020,GWh,4400.0,0.5204111833771226,0.7661915618724102,0.7271625292818961,0.8296926030409368,0.787602667068258,0.7454873868646736,0.7217294485534803,0.20134945941573879,0.6184148055420693,0.21521474258924433,0.6786490911574794
China,Projection-STEPS,Electricity demand,Vans,EV,2020,GWh,480.0,0.2651575093848315,0.800586023707891,0.9871125286935479,0.7046930448992077,0.7600033981041586,0.15628463397778858,0.20831341207191534,0.48299927434519496,0.3236566839097653,0.7781446793155347,0.04844882668671513
China,Projection-STEPS,Electricity demand,Cars,EV,2020,GWh,9600.0,0.5079988186975442,0.7968293035294567,0.715334978447675,0.6970880650503872,0.7497559634254093,0.448436405537048,0.2022438409118471,0.8250350899476118,0.8769514395748776,0.6528537886802841,0.8164509887999079
China,Projection-APS,EV sales share,Buses,EV,2020,percent,66.0,0.34972113805850213,0.784418090570558,0.5641863699909698,0.7460476306074804,0.7523972771674315,0.4022944704757283,0.37384166950506403,0.44500455436430464,0.6455375370534095,0.7128333653106735,0.7974168537302893
China,Projection-APS,EV stock share,Buses,EV,2020,percent,17.0,0.5085926844666577,0.2617763609170394,0.25928176785511925,0.7246717826158977,0.3542302033501331,0.4883486552735783,0.7340029343285553,0.4012174229814347,1.0,0.992708283556949,0.8419128818148502
China,Projection-APS,EV stock,Cars,PHEV,2020,Vehicles,990000.0,0.6160003821575959,0.923661808335541,0.9082767214237734,0.35744169126742276,0.673442230851453,0.7322339485885812,0.5059059449407298,0.5760495954544806,0.3236566839097653,0.3398544948766653,0.7905673359837926
China,Projection-APS,EV sales,Trucks,BEV,2020,Vehicles,17000.0,0.7525989830763464,0.544413588622181,0.7216354660749376,0.7772833337637879,0.6237950616994113,0.6425614137508133,0.6823072806540605,0.6309235819773074,0.6561337404394656,0.660242232979328,0.02241522680929675
China,Projection-APS,EV stock,Trucks,BEV,2020,Vehicles,210000.0,0.39337487946690075,0.6259985533087076,0.6224510648122339,0.8825041367632509,0.7992414169348437,0.5447310661809035,0.6348696316671939,0.5542336214936716,0.3236566839097653,0.6449940473130185,0.7962379190462805
China,Projection-APS,EV sales,Trucks,FCEV,2020,Vehicles,1300.0,0.5208453048716226,0.420626774964975,0.7333001094126503,0.7946925287003159,0.5986516802660083,0.5001040856673995,0.7171854088001833,0.28473132905742116,0.6437577467951239,0.7715410801191913,0.6149091168386249
China,Projection-APS,EV stock,Trucks,FCEV,2020,Vehicles,3200.0,0.510567738007552,0.6958403339823394,0.3601133858665011,0.7282931612273704,0.6912152389621083,0.6897758245400625,0.619281848801034,0.7468290499368146,0.5532947556651124,0.7547633184679907,0.7934440924939552
China,Projection-APS,EV stock,Trucks,PHEV,2020,Vehicles,58.0,0.6104852059567261,0.046911682585821346,0.8890743402203772,0.7814300872409627,0.4934104475864177,0.7155264498799248,0.8561230758852297,0.6312058396725604,0.6401862168988539,0.6614792080893301,0.5375477937045186
China,Projection-APS,EV sales,Trucks,PHEV,2020,Vehicles,27.0,0.6654653456001558,0.6230147407550592,0.8739891441684876,0.9042113532316542,0.8032102106990772,0.27764804035755475,0.3928923767743534,0.5314924355765198,0.6365986351289066,0.03757152015306575,0.9816963997312489
China,Historical,EV sales,Vans,PHEV,2020,Vehicles,1.0,0.6192895421650935,0.7270848499735478,0.7174449932831932,0.3625054212113108,0.46207473335543037,0.5600583546503564,0.5869651956310383,0.5826499658258193,0.0,0.7547633184679907,0.7904653924627514
China,Historical,EV stock,Vans,PHEV,2020,Vehicles,77.0,0.7014541042224387,0.26843134268402724,0.7188461735643822,0.7552101199768506,0.5642386643449925,0.720954398658624,0.826567432776755,0.8163741951153565,1.0,0.6572182111604983,0.787499499801243
China,Historical,EV stock,Buses,PHEV,2020,Vehicles,34000.0,0.02899577602828529,0.6529689875537252,0.9874969070497838,0.6963838901570036,0.6037298186416641,0.49838886222367607,0.6177244230482758,0.2961269589341615,0.6365986351289066,0.5060117578568302,0.8033567621495523
China,Historical,EV sales,Vans,BEV,2020,Vehicles,26000.0,0.24458497489053777,0.27172167715563655,0.70965924031832,0.6421613035964211,0.3800865731360298,0.6847832642443976,0.8783756018295795,0.38594210460342016,0.7314158822675507,0.7128333653106735,0.9226333957517521
China,Historical,EV stock,Vans,BEV,2020,Vehicles,270000.0,0.507626230084874,0.2749877284947637,0.8798889309346543,0.6080512279227221,0.3529641137094127,0.4747716684458929,0.7460922404885612,0.6674387288114945,0.8769514395748776,0.6599326582827869,0.7936266415663535
China,Historical,EV sales,Buses,BEV,2020,Vehicles,55000.0,0.4285053559190626,0.8485011653468806,0.9392726848944947,0.5706734004998801,0.7321459821127693,0.3717848117884883,0.3185059645042595,0.5570318949626367,0.5532947556651124,0.6606290150620464,0.97291284821996
China,Historical,EV sales,Buses,FCEV,2020,Vehicles,1200.0,0.5246574599813343,0.8084537500001436,0.7202429887908949,0.6422401792248276,0.6958199243234434,0.5522924689539277,0.46895870590521704,0.5537323876627243,0.659634779385821,0.8961531908581692,0.3545300194164063
China,Historical,EV stock,Buses,BEV,2020,Vehicles,480000.0,0.7970212121955349,0.5113448366006212,0.7216354660749376,0.7543717518192219,0.5808656245217593,0.6138519427540081,0.6841291176674263,0.6158408665372237,0.5532947556651124,0.6043603754595814,0.7839500306353653
China,Historical,EV stock,Buses,FCEV,2020,Vehicles,3300.0,0.7891957679341886,0.819999133850634,0.7110849245881278,0.9165156839707085,0.9205820928435001,0.4573987393826431,0.3916974717017284,0.6679695325943245,0.6383944415109528,0.5657292204987368,0.4462730868213671
China,Historical,EV charging points,EV,Publicly available fast,2020,charging points,310000.0,0.5171813817992561,0.9251170413005274,0.7271625292818961,0.8634435095180302,0.8789529736800682,0.7231612027560932,0.5133508788834517,0.1657753732604963,0.7314158822675507,0.6622512443428992,0.7931173787019858
China,Projection-APS,Oil displacement Mbd,Buses,EV,2020,Milion barrels per day,0.030999999493361,0.8077807984417404,0.688231872405394,0.7771419861103913,0.17261090378812916,0.2155398020704017,0.2642543306183882,0.3478906756844108,0.5286334977620077,0.0,0.6370479334325667,0.7837969999244017
China,Projection-APS,Oil displacement Mbd,Vans,EV,2020,Milion barrels per day,0.003000000026077,0.6777546343356935,0.573527818187858,0.8928862851788185,0.8489845974239194,0.7249376770713035,0.6197522686034422,0.6494956096264307,0.6246961770156476,0.8769514395748776,0.6587705713239256,0.7882069708656756
China,Projection-APS,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.050999999046326,0.5164400220492862,0.8114556014130507,0.11306972412905456,0.8609342874117218,0.8575192887194772,0.601797796376327,0.5335832939556676,0.5787751921613085,0.6473133678195306,0.9754027615019236,0.7931277902191316
China,Projection-APS,"Oil displacement, million lge",Buses,EV,2020,"Oil displacement, million lge",1900.0,0.5099070927263742,0.7033201956671828,0.7285337148309033,0.6875550725767887,0.5953990637534773,0.5566698511210983,0.5282766658939869,0.4212799029083891,0.6508532210714126,0.6605516751949847,0.7935148546200939
China,Projection-APS,"Oil displacement, million lge",Trucks,EV,2020,"Oil displacement, million lge",810.0,0.4940520981007417,0.7504612227626704,0.9686646451067485,0.3283790658648156,0.4039864670290213,0.11957745575407275,0.19196293340202597,0.2568149006996716,1.0,0.05564968892362776,0.9423043714631949
China,Projection-APS,"Oil displacement, million lge",Vans,EV,2020,"Oil displacement, million lge",180.0,0.7306919601857942,0.5566346241208555,0.8033843180163766,0.6755961860410769,0.5683735216773736,0.5216418437310901,0.6668695362229778,0.584936112783911,0.0,0.5744940440120128,0.7865436794073819
China,Projection-APS,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",3000.0,0.80041329343155,0.6060493953048802,0.7292177383428012,0.7240662758736738,0.6817941783022486,0.42147351953166634,0.5569580170222338,0.8272648957419557,0.5532947556651124,0.4250221225230293,0.5199309205476719
China,Projection-APS,Electricity demand,Buses,EV,2020,GWh,15000.0,0.027937463277368124,0.24468744443394885,0.09375202102198923,0.7291221743193068,0.550781826902209,0.6947099909784384,0.9015415640282237,0.2501769569631156,0.7314158822675507,0.7092269284760668,0.7911714065023561
China,Projection-APS,Electricity demand,Trucks,EV,2020,GWh,4400.0,0.11448698709706306,0.44786909418293885,0.9297599836867648,0.7499330116682241,0.561110025808793,0.5107070051189257,0.7020957257882602,0.45429597216195816,0.3236566839097653,0.6628297310691864,0.965208020421815
China,Projection-APS,Electricity demand,Vans,EV,2020,GWh,480.0,0.38543802367034274,0.9044676487687553,0.616338718402525,0.771285246625379,0.8447980268891112,0.6847832642443976,0.4870004582273836,0.620258276842022,0.7314158822675507,0.6652927544485374,0.5929642805975686
China,Projection-APS,Electricity demand,Cars,EV,2020,GWh,9600.0,0.5270353386521869,0.7020822985025477,0.7257871376356613,0.9211472266112137,0.8583173557478209,0.709175399696844,0.6280059305822784,0.4835035899241227,0.625738119294758,0.0819467355217185,0.6146166981587573
China,Projection-STEPS,EV charging points,EV,Publicly available fast,2020,charging points,310000.0,0.5119758126656571,0.6752529965313634,0.6485611581354083,0.9148073897671201,0.8378822606751984,0.5766042565494873,0.5585759182179993,0.634442446082466,0.3236566839097653,0.8227546257644507,0.9140650955629925
China,Projection-STEPS,EV charging points,EV,Publicly available slow,2020,charging points,500000.0,0.5013013856359123,0.7238513401210926,0.9762139321496636,0.5424332895284207,0.5492761672794862,0.3834347234785176,0.4827963068432547,0.2872781188509421,0.3236566839097653,0.6586542598435963,0.8837110190596107
China,Historical,EV sales,Cars,BEV,2020,Vehicles,920000.0,0.07164076148669096,0.20839269247360614,0.7512243136072614,0.9142993088152607,0.5753845787224473,0.6535195992414973,0.7506616987564517,0.2936089464767191,0.6383944415109528,0.46665025408088834,0.9185729966635345
China,Historical,EV sales,Cars,PHEV,2020,Vehicles,220000.0,0.2987927635517895,0.811368456131009,0.6740078342304293,0.7418890521464059,0.8017600219765343,0.33889545528898823,0.32013373975730597,0.6537797182556684,0.3236566839097653,0.8350106664004651,0.9638547338976644
China,Historical,EV sales,Trucks,BEV,2020,Vehicles,17000.0,0.3012890554208294,0.847609829803263,0.6172170288206715,0.7090377275644428,0.812000323807562,0.41199297625678244,0.34515804471076594,0.7156283972015522,1.0,0.985342286890603,0.9492754756142352
China,Historical,EV stock,Cars,PHEV,2020,Vehicles,990000.0,0.7531959437055438,0.4444209956357572,0.7544663908207514,0.7493842929247885,0.5783395440341653,0.6947099909784384,0.8000513926117322,0.5362880597069051,0.3236566839097653,0.32154746423161784,0.7074285955560895
China,Historical,EV stock,Trucks,PHEV,2020,Vehicles,58.0,0.5292663971912308,0.6221394214425466,0.6677802712719604,0.5648619678438003,0.43078645005675276,0.16273878408843157,0.26877466797362903,0.6178114101991037,0.8769514395748776,0.18599504643060438,0.9210893139278782
China,Historical,EV stock,Trucks,FCEV,2020,Vehicles,3200.0,0.5090703587543022,0.38148101012328817,0.9349737322590562,0.7873093256783483,0.6029061089552518,0.6535195992414973,0.7902009825302608,0.5410176479284798,0.8769514395748776,0.07328688247917992,0.8683119192692641
China,Historical,EV stock,Trucks,BEV,2020,Vehicles,210000.0,0.802699576650916,0.7258060291764517,0.5778040816167781,0.7843522650241312,0.7426307754304967,0.49955908883066225,0.5341253624013015,0.41698558411093245,0.6437577467951239,0.6557014444690976,0.7836960063572982
China,Historical,EV sales,Trucks,FCEV,2020,Vehicles,1300.0,0.5574601488253474,0.8625236595525922,0.6403035154420925,0.9208987369186041,0.9214190178524938,0.4573987393826431,0.3654044420232331,0.4802594019054043,0.8769514395748776,0.5788369344626161,0.7918697577285663
China,Historical,EV sales share,Buses,EV,2020,percent,66.0,0.7778713755435263,0.6082308767446556,0.7285337148309033,0.8507272565761301,0.7110655553343769,0.4398184280858708,0.5496590923412289,0.24817450738754498,0.6365986351289066,0.0819467355217185,0.7845911715763889
China,Historical,EV stock share,Buses,EV,2020,percent,17.0,0.10562005176632994,0.8573171530553216,0.7202429887908949,0.9201520002152139,0.9446145683532895,0.36110407873878736,0.08280218157752661,0.7971070369466178,0.8769514395748776,0.9975775887347558,0.5333459281680493
China,Historical,EV sales share,Vans,EV,2020,percent,1.39999997615814,0.7998163215567953,0.8133009829914986,0.7746783682360946,0.5684040718229095,0.6814711495844245,0.41199297625678244,0.3663770680731243,0.5277887125755907,1.0,0.8319660762754975,0.7839880294143216
China,Historical,EV sales share,Cars,EV,2020,percent,5.69999980926514,0.4602972910497165,0.7275181063635763,0.8480111317453262,0.738304270904377,0.7292418184448451,0.6480760860206818,0.6115561939271478,0.754643160901403,0.5532947556651124,0.8647716194378408,0.7947643693178694
China,Historical,EV sales share,Trucks,EV,2020,percent,0.610000014305115,0.5359471996833687,0.5617706347395284,0.7380163681858529,0.7452199464599905,0.5986516802660083,0.4573987393826431,0.5514222745327263,0.6243579168483802,0.659634779385821,0.6629839160660711,0.4974486856288096
China,Historical,EV stock share,Cars,EV,2020,percent,1.89999997615814,0.48654945599636434,0.7358886600039056,0.7832424519852608,0.4200512936810117,0.48061838092037334,0.36110407873878736,0.34996029836947506,0.5759003329448769,0.8769514395748776,0.8530138142562529,0.9437942427004589
China,Historical,EV stock share,Trucks,EV,2020,percent,0.759999990463257,0.5147610045146216,0.26511636128262395,0.7333001094126503,0.9065703776388223,0.7280107504054166,0.7540972045026699,0.8366499573157603,0.5990597680993819,0.5532947556651124,0.6609382918359668,0.872237426260912
China,Projection-APS,EV sales,Buses,BEV,2020,Vehicles,55000.0,0.8159369961257674,0.5245000966730025,0.7795921415247486,0.7311868731631797,0.611690711980798,0.23829592292880575,0.390261900330772,0.8326537457023626,0.6734873717193848,0.8440682681691429,0.7832014755403325
China,Projection-APS,EV stock,Buses,BEV,2020,Vehicles,480000.0,0.7759970060563006,0.5651618233473539,0.7237161070478825,0.9112321710051869,0.8063174786566499,0.5383128458652531,0.6567184751369831,0.5541659060126678,0.7314158822675507,0.6249625977446764,0.43880181978342137
China,Projection-APS,EV sales,Buses,FCEV,2020,Vehicles,1200.0,0.7917209862232291,0.7118898566239851,0.7195451251090214,0.35701573470480463,0.38526713721324934,0.2504214054087224,0.3242612611705452,0.1694806233702737,0.0,0.6541034568874622,0.7844100726168319
