region,category,parameter,mode,powertrain,year,unit,value,price,range_km,charging_time,sales_volume,co2_saved,battery_capacity,energy_efficiency,weight_kg,number_of_seats,motor_power,distance_traveled
Belgium,Historical,EV sales,Buses,PHEV,2020,Vehicles,43.0,76543.0,345.0,9.88,3527.0,460.42,62.0,179.71,1838.87,7.0,229.0,48765.41
Belgium,Historical,EV stock,Buses,FCEV,2020,Vehicles,2.0,71792.0,333.6,6.51,1033.55,67.57,36.0,109.76,1392.0,4.55,163.0,49147.92
Belgium,Historical,EV stock,Buses,BEV,2020,Vehicles,75.0,40923.0,298.0,5.81,4304.0,541.29,42.54,164.43,1755.0,4.46,129.0,51245.11
Belgium,Historical,EV sales,Vans,BEV,2020,Vehicles,470.0,54471.81,241.66,11.59,3071.83,312.35,69.0,372.97,1380.0,4.35,80.0,88398.0
Belgium,Historical,EV stock,Buses,PHEV,2020,Vehicles,200.0,55539.5,431.0,3.32,4385.0,755.97,21.0,15.78,1775.34,2.0,225.0,50219.46
Belgium,Historical,EV stock,Vans,BEV,2020,Vehicles,1800.0,55067.49,341.42,6.47,2539.24,342.46,55.0,205.7,1694.0,5.0,102.0,50288.84
Belgium,Historical,EV sales,Vans,PHEV,2020,Vehicles,26.0,56107.97,368.0,4.38,4668.0,687.13,47.93,144.02,1781.0,3.0,294.0,25683.0
Belgium,Historical,EV sales,Cars,BEV,2020,Vehicles,15000.0,53596.0,537.0,3.09,3747.0,804.86,59.79,70.76,2401.0,3.0,188.2,16404.0
Belgium,Historical,EV stock,Vans,PHEV,2020,Vehicles,50.0,54677.46,116.0,4.92,2419.7,179.81,51.0,439.66,1923.0,2.0,143.0,68274.0
Belgium,Historical,EV sales,Cars,FCEV,2020,Vehicles,4.0,53446.0,372.0,7.95,2749.62,331.23,45.0,120.97,1051.0,6.0,243.0,44186.0
Belgium,Historical,EV stock,Cars,BEV,2020,Vehicles,32000.0,41879.0,324.13,1.56,1494.12,179.53,24.0,83.04,1754.18,4.6,257.0,51232.25
Belgium,Historical,EV sales,Buses,BEV,2020,Vehicles,12.0,54730.45,331.0,6.48,320.0,42.37,21.0,63.44,1203.0,4.55,206.0,39053.0
Belgium,Historical,EV stock share,Vans,EV,2020,percent,0.219999998807907,46177.0,355.0,6.55,2904.35,371.9,79.0,222.54,1938.95,5.0,141.0,94717.0
Belgium,Historical,EV sales share,Cars,EV,2020,percent,11.0,79380.0,401.0,1.51,1061.0,170.18,49.0,122.19,1866.0,4.53,86.0,31332.0
Belgium,Historical,EV stock,Cars,FCEV,2020,Vehicles,64.0,33278.0,143.0,6.72,3406.0,194.82,29.0,202.8,1887.0,4.59,226.0,51797.76
Belgium,Historical,EV stock,Cars,PHEV,2020,Vehicles,73000.0,54716.27,342.65,6.43,2462.08,355.51,59.56,205.36,2092.0,6.0,105.0,65783.0
Belgium,Historical,EV sales,Cars,PHEV,2020,Vehicles,32000.0,61312.0,410.91,6.45,1019.36,150.34,75.0,172.81,1844.96,4.61,295.0,49880.11
Belgium,Historical,EV stock,Trucks,BEV,2020,Vehicles,19.0,54375.0,592.0,6.4,1200.0,284.16,116.28,157.09,2359.0,4.57,186.24,78451.0
Belgium,Historical,EV sales,Trucks,BEV,2020,Vehicles,6.0,47898.0,337.0,4.32,2739.0,369.22,64.0,189.91,2013.0,4.54,188.29,16233.0
Belgium,Historical,EV charging points,EV,Publicly available fast,2020,charging points,480.0,74651.0,341.25,5.16,2713.0,375.48,50.0,181.23,1739.19,4.54,254.0,48913.9
Belgium,Historical,EV charging points,EV,Publicly available slow,2020,charging points,8000.0,40358.0,546.0,6.56,1694.0,369.97,60.0,66.3,1193.0,3.0,187.1,88097.0
Belgium,Historical,EV sales share,Buses,EV,2020,percent,7.0,52746.0,220.0,10.81,2456.67,213.49,62.0,313.33,2001.0,6.0,188.2,857.0
Belgium,Historical,EV stock share,Buses,EV,2020,percent,1.79999995231628,42935.0,291.0,6.94,2443.75,275.23,57.66,252.59,1770.17,6.0,188.82,2669.0
Belgium,Historical,EV sales share,Vans,EV,2020,percent,0.699999988079071,47164.0,401.46,6.48,1837.0,297.09,92.0,306.48,1762.93,3.0,187.42,50855.32
Belgium,Historical,EV stock share,Cars,EV,2020,percent,1.79999995231628,64845.0,147.0,4.38,2661.0,156.47,26.84,204.08,1904.29,4.57,131.0,110.0
Belgium,Historical,EV sales share,Trucks,EV,2020,percent,0.079000003635883,55104.48,528.0,3.24,4953.0,934.94,40.0,75.76,1422.0,3.0,163.0,80308.0
Belgium,Historical,EV stock share,Trucks,EV,2020,percent,0.013000000268221,77708.0,160.0,5.74,4633.0,467.66,90.19,518.75,1659.31,4.35,99.0,48663.61
Belgium,Historical,EV stock share,Trucks,EV,2021,percent,0.016000000759959,62894.0,263.0,9.14,3047.06,290.04,99.0,376.43,1935.06,4.48,186.31,65147.0
Belgium,Historical,EV sales share,Trucks,EV,2021,percent,0.059999998658896,55691.1,510.0,8.57,5534.14,1005.92,65.0,109.55,2147.0,4.43,187.6,56718.0
Belgium,Historical,EV stock share,Cars,EV,2021,percent,2.90000009536743,55017.36,594.0,10.69,2361.17,651.34,44.0,74.07,1422.63,4.4,153.0,50295.86
Belgium,Historical,EV sales share,Vans,EV,2021,percent,0.879999995231628,54497.95,474.17,3.86,1829.0,403.84,37.0,67.03,1409.0,5.0,186.6,69669.0
Belgium,Historical,EV stock share,Buses,EV,2021,percent,2.09999990463257,35771.0,496.0,6.62,3812.38,663.25,66.0,133.06,1351.0,4.48,286.0,51616.04
Belgium,Historical,EV sales share,Buses,EV,2021,percent,26.0,74698.0,538.64,6.32,3694.0,793.47,55.0,102.42,1779.27,4.44,204.0,48890.91
Belgium,Historical,EV charging points,EV,Publicly available fast,2021,charging points,790.0,37158.0,47.71,9.17,4731.0,219.52,33.19,267.24,1312.0,4.59,286.0,36328.0
Belgium,Historical,EV charging points,EV,Publicly available slow,2021,charging points,12000.0,53825.82,472.0,8.33,1426.98,370.05,24.0,50.85,1491.26,3.0,100.0,97699.0
Belgium,Historical,EV sales,Trucks,BEV,2021,Vehicles,5.0,55870.78,261.0,6.62,2772.34,185.78,76.0,291.19,1218.0,4.51,187.79,14633.0
Belgium,Historical,EV stock,Trucks,BEV,2021,Vehicles,21.0,77565.0,564.0,5.53,2664.3,557.53,79.0,140.07,1304.0,2.0,89.0,30327.0
Belgium,Historical,EV sales,Cars,PHEV,2021,Vehicles,48000.0,64481.0,353.75,6.39,419.0,87.49,32.0,105.49,1864.0,3.0,184.98,98575.0
Belgium,Historical,EV stock,Cars,PHEV,2021,Vehicles,120000.0,58842.0,388.1,6.4,932.0,173.8,58.71,179.83,1876.0,4.57,229.0,33912.0
Belgium,Historical,EV stock,Cars,FCEV,2021,Vehicles,85.0,55061.6,390.0,6.47,2590.11,409.75,48.0,139.16,1733.26,3.0,187.08,50902.0
Belgium,Historical,EV sales share,Cars,EV,2021,percent,18.0,32515.0,204.0,6.65,2887.0,235.58,67.0,350.75,1745.51,6.0,191.0,55866.0
Belgium,Historical,EV stock share,Vans,EV,2021,percent,0.300000011920929,65361.0,394.0,1.49,2628.0,414.17,23.0,29.54,1696.3,4.5,116.0,56725.0
Belgium,Historical,EV sales,Buses,BEV,2021,Vehicles,220.0,43875.0,556.0,8.49,2271.0,505.07,72.0,129.5,2405.0,2.0,187.75,51074.66
Belgium,Historical,EV stock,Cars,BEV,2021,Vehicles,52000.0,70148.0,466.76,3.95,1600.0,294.09,73.0,179.36,1253.0,5.0,289.0,49252.04
Belgium,Historical,EV sales,Cars,FCEV,2021,Vehicles,21.0,55480.43,465.0,9.93,4502.0,837.37,94.0,202.15,2497.62,2.0,265.0,52754.0
Belgium,Historical,EV stock,Vans,PHEV,2021,Vehicles,110.0,75023.0,169.0,7.13,1778.43,52.73,43.0,284.64,1724.71,2.0,122.0,48906.57
Belgium,Historical,EV sales,Cars,BEV,2021,Vehicles,23000.0,61316.0,159.0,2.27,4988.0,317.24,74.68,308.18,1680.0,4.55,187.12,49804.74
Belgium,Historical,EV sales,Vans,PHEV,2021,Vehicles,39.0,55050.27,359.0,7.88,2400.34,308.88,23.0,64.07,1228.0,4.51,187.06,50294.27
Belgium,Historical,EV stock,Vans,FCEV,2021,Vehicles,1.0,55022.49,171.0,6.52,2461.41,152.77,20.0,116.96,2246.0,6.0,187.0,50292.06
Belgium,Historical,EV stock,Vans,BEV,2021,Vehicles,2400.0,49017.0,196.0,2.4,3565.0,337.96,94.0,479.59,1761.45,2.0,187.63,49822.0
Belgium,Historical,EV stock,Buses,PHEV,2021,Vehicles,220.0,30818.0,424.0,6.56,451.0,76.49,61.0,141.46,1625.77,4.53,187.71,73241.0
Belgium,Historical,EV sales,Vans,BEV,2021,Vehicles,640.0,79428.0,551.0,6.25,2569.0,566.21,54.0,98.0,2356.0,2.0,168.0,48579.56
Belgium,Historical,EV stock,Buses,BEV,2021,Vehicles,100.0,55180.0,248.0,6.6,3403.0,337.58,46.89,262.1,1139.0,5.0,101.0,50266.49
Belgium,Historical,EV stock,Buses,FCEV,2021,Vehicles,3.0,76132.0,207.0,8.67,2733.86,218.01,23.29,125.6,1867.53,7.0,200.0,95829.0
Belgium,Historical,EV sales,Buses,PHEV,2021,Vehicles,22.0,53964.06,597.0,1.04,2291.0,547.09,56.0,93.8,2314.0,7.0,186.08,99737.0
Belgium,Historical,EV sales,Buses,PHEV,2022,Vehicles,25.0,34929.0,271.77,6.49,2063.29,247.78,29.0,122.99,2377.0,5.0,188.22,51705.94
Belgium,Historical,EV stock,Buses,FCEV,2022,Vehicles,6.0,55045.65,164.0,8.12,2327.0,72.2,16.57,164.63,1155.0,4.59,289.0,50296.75
Belgium,Historical,EV stock,Buses,BEV,2022,Vehicles,150.0,56074.36,558.82,6.31,2907.0,672.1,58.0,71.49,1848.0,2.0,109.0,3615.0
Belgium,Historical,EV sales,Vans,BEV,2022,Vehicles,1800.0,50050.0,301.17,2.36,2440.0,275.23,21.0,74.47,1761.0,4.0,286.0,7217.0
Belgium,Historical,EV stock,Buses,PHEV,2022,Vehicles,180.0,54968.39,202.0,2.43,2156.88,143.42,68.0,360.77,1778.15,4.55,290.0,50303.08
Belgium,Historical,EV stock,Vans,BEV,2022,Vehicles,4100.0,78862.0,599.0,1.45,2905.0,696.04,66.69,131.89,1083.0,4.34,82.0,29405.0
Belgium,Historical,EV stock,Vans,FCEV,2022,Vehicles,1.0,57641.0,306.0,9.58,1896.0,184.23,41.47,173.2,1397.0,4.55,218.0,23426.0
Belgium,Historical,EV sales,Vans,PHEV,2022,Vehicles,98.0,74319.0,437.0,7.41,3388.54,617.04,33.0,19.53,2253.0,4.52,148.0,68337.0
Belgium,Historical,EV sales,Cars,BEV,2022,Vehicles,38000.0,54666.8,475.0,6.41,2220.0,460.96,77.24,206.32,1862.0,3.0,186.74,65239.0
Belgium,Historical,EV stock,Vans,PHEV,2022,Vehicles,240.0,48208.0,382.61,1.5,1218.0,204.05,58.59,190.49,1782.99,4.46,84.0,50794.27
Belgium,Historical,EV sales,Cars,FCEV,2022,Vehicles,20.0,55789.64,161.0,6.75,4325.0,278.53,54.0,335.4,1089.61,7.0,187.57,39827.0
Belgium,Historical,EV stock,Cars,BEV,2022,Vehicles,90000.0,78279.0,343.0,5.62,1078.0,147.9,59.74,224.49,1771.5,4.44,81.0,98900.0
Belgium,Historical,EV sales,Buses,BEV,2022,Vehicles,42.0,41286.0,133.0,6.39,602.0,32.03,46.08,409.9,2225.0,2.0,144.0,51289.75
Belgium,Historical,EV stock share,Vans,EV,2022,percent,0.509999990463257,79384.0,323.0,6.47,3884.61,531.01,25.0,77.4,1816.21,6.0,155.0,42267.0
Belgium,Historical,EV sales share,Cars,EV,2022,percent,26.0,54773.13,401.59,6.58,2459.32,358.96,23.0,43.31,1068.0,7.0,235.0,65332.0
Belgium,Historical,EV stock,Cars,FCEV,2022,Vehicles,80.0,54170.19,102.0,11.15,1270.64,106.65,90.0,882.35,866.32,7.0,75.0,81355.0
Belgium,Historical,EV stock,Cars,PHEV,2022,Vehicles,180000.0,56268.0,570.0,3.83,4382.67,905.39,59.0,103.51,1645.55,6.0,225.0,50168.49
Belgium,Historical,EV sales,Cars,PHEV,2022,Vehicles,59000.0,36011.0,490.0,10.14,2306.83,538.96,24.0,48.98,1607.0,4.39,102.0,95942.0
Belgium,Historical,EV stock,Trucks,BEV,2022,Vehicles,37.0,77993.0,509.55,6.39,1839.0,363.39,74.0,149.8,1194.0,6.0,127.0,48698.34
Belgium,Historical,EV sales,Trucks,BEV,2022,Vehicles,31.0,39389.0,475.0,4.31,300.93,196.46,79.78,185.26,2386.0,4.6,287.0,59147.0
Belgium,Historical,EV charging points,EV,Publicly available fast,2022,charging points,1100.0,64560.0,536.0,3.98,4700.0,1007.68,46.71,83.96,2015.0,5.0,187.5,26848.0
Belgium,Historical,EV charging points,EV,Publicly available slow,2022,charging points,23000.0,64379.0,469.0,8.05,4897.16,907.05,24.0,51.17,1759.0,7.0,187.06,49590.52
Belgium,Historical,EV sales share,Buses,EV,2022,percent,11.0,47573.0,308.21,2.97,2089.67,248.34,50.0,208.46,1756.72,4.51,187.43,50822.11
Belgium,Historical,EV stock share,Buses,EV,2022,percent,2.20000004768372,39908.0,294.0,3.43,2506.78,297.76,64.52,285.71,1768.64,7.0,293.0,36922.0
Belgium,Historical,EV sales share,Vans,EV,2022,percent,3.40000009536743,55538.68,276.0,6.58,4019.0,487.16,54.0,239.13,1755.05,4.53,282.0,46028.0
Belgium,Historical,EV stock share,Cars,EV,2022,percent,4.59999990463257,53785.0,292.69,7.7,1505.0,169.16,58.13,221.22,2277.0,7.0,246.0,99769.0
Belgium,Historical,EV sales share,Trucks,EV,2022,percent,0.360000014305115,35195.0,531.21,2.64,3858.0,762.34,67.16,126.34,1752.0,5.0,101.0,51654.11
Belgium,Historical,EV stock share,Trucks,EV,2022,percent,0.028000000864267,55595.83,436.89,6.42,2219.0,350.6,88.0,222.78,1803.81,4.48,108.0,19100.0
Belgium,Historical,EV stock share,Trucks,EV,2023,percent,0.170000001788139,47710.0,415.96,6.53,2742.0,427.65,51.0,121.43,1536.0,7.0,187.61,50800.41
Belgium,Historical,EV sales share,Trucks,EV,2023,percent,1.70000004768372,73570.0,405.45,4.36,3333.25,527.11,62.0,191.43,1581.0,4.51,273.0,48977.95
Belgium,Historical,EV stock share,Cars,EV,2023,percent,8.19999980926514,54727.31,507.0,5.7,1306.0,339.53,71.0,141.12,1757.27,4.5,183.0,50335.72
Belgium,Historical,EV sales share,Vans,EV,2023,percent,4.59999990463257,55857.17,259.45,4.29,2636.76,254.3,71.65,370.54,1274.0,5.0,286.0,13307.0
Belgium,Historical,EV stock share,Buses,EV,2023,percent,6.0,32566.0,348.63,6.48,1046.0,171.69,50.0,175.44,2101.0,4.55,208.0,51891.75
Belgium,Historical,EV sales share,Buses,EV,2023,percent,62.0,55229.0,473.99,6.45,3863.0,703.07,52.0,99.15,1781.84,4.45,179.0,59845.0
Belgium,Historical,EV charging points,EV,Publicly available fast,2023,charging points,2000.0,63369.0,418.0,6.42,2641.39,443.07,61.43,171.03,1731.86,3.0,88.0,86554.0
Belgium,Historical,EV charging points,EV,Publicly available slow,2023,charging points,42000.0,59640.0,477.0,7.32,2540.96,483.49,94.0,197.06,2322.0,4.0,186.77,51059.0
Belgium,Historical,EV sales,Trucks,BEV,2023,Vehicles,160.0,32619.0,219.0,3.17,2110.0,184.84,59.91,289.31,2351.0,4.54,188.12,62312.0
Belgium,Historical,EV stock,Trucks,BEV,2023,Vehicles,210.0,60274.0,250.0,6.51,939.0,93.9,57.52,376.0,1219.0,7.0,282.0,83607.0
Belgium,Historical,EV sales,Trucks,PHEV,2023,Vehicles,8.0,74151.0,107.0,6.08,4619.0,197.69,149.87,757.01,973.07,7.0,145.0,57047.0
Belgium,Historical,EV stock,Trucks,PHEV,2023,Vehicles,8.0,63602.0,529.0,1.83,1986.0,437.51,70.0,136.64,1381.0,4.0,187.13,18149.0
Belgium,Historical,EV sales,Cars,PHEV,2023,Vehicles,100000.0,65253.0,347.0,10.93,2758.0,382.81,85.0,244.96,2215.29,6.0,149.0,29256.0
Belgium,Historical,EV stock,Cars,PHEV,2023,Vehicles,280000.0,55413.66,250.0,4.38,3854.29,461.0,42.0,227.5,1775.0,6.0,187.31,50239.08
Belgium,Historical,EV stock,Cars,FCEV,2023,Vehicles,99.0,38194.0,161.0,6.72,2858.0,140.6,44.0,273.29,1291.0,7.0,188.16,51466.11
Belgium,Historical,EV sales share,Cars,EV,2023,percent,41.0,31123.0,233.0,7.43,2466.0,242.49,25.0,165.91,1860.0,3.0,165.0,51966.59
Belgium,Historical,EV stock share,Vans,EV,2023,percent,0.889999985694885,61294.0,398.2,2.71,2550.0,377.01,98.0,344.34,1458.0,4.0,124.0,74469.0
Belgium,Historical,EV sales,Buses,BEV,2023,Vehicles,340.0,48521.0,539.0,6.38,386.77,213.66,80.0,148.42,1686.1,4.0,98.0,52990.0
Belgium,Historical,EV stock,Cars,BEV,2023,Vehicles,190000.0,59593.0,209.0,8.92,1929.69,118.63,85.0,404.87,2067.0,6.0,186.59,49982.72
Belgium,Historical,EV sales,Cars,FCEV,2023,Vehicles,9.0,70764.0,565.0,9.13,450.0,256.26,91.0,161.06,1807.73,7.0,151.0,9813.0
Belgium,Historical,EV stock,Vans,PHEV,2023,Vehicles,190.0,55121.72,362.57,6.48,442.0,29.35,50.61,180.72,1294.0,5.0,216.0,20853.0
Belgium,Historical,EV sales,Cars,BEV,2023,Vehicles,93000.0,55951.82,434.0,6.52,4356.0,662.02,86.0,270.89,1315.0,5.0,91.0,30824.0
Belgium,Historical,EV sales,Vans,PHEV,2023,Vehicles,24.0,54432.96,286.03,1.13,2575.07,299.82,90.0,398.23,1757.58,4.0,299.0,82451.0
Belgium,Historical,EV stock,Vans,BEV,2023,Vehicles,7500.0,56002.04,226.0,9.31,3953.0,357.35,34.0,172.21,1548.49,6.0,180.0,22715.0
Belgium,Historical,EV stock,Buses,PHEV,2023,Vehicles,220.0,54784.1,289.0,9.78,2153.24,228.66,55.24,235.29,1750.94,4.54,247.0,59245.0
Belgium,Historical,EV sales,Vans,BEV,2023,Vehicles,3100.0,39634.0,256.0,6.59,2502.36,228.12,36.0,140.62,1884.0,4.57,215.0,50892.0
Belgium,Historical,EV stock,Buses,BEV,2023,Vehicles,670.0,70734.0,539.27,8.33,2331.0,555.71,68.84,128.7,1713.0,6.0,241.0,49195.04
Belgium,Historical,EV sales,Buses,PHEV,2023,Vehicles,110.0,41874.0,319.17,1.97,3663.0,485.43,59.04,233.92,1763.84,5.0,242.0,51190.67
Brazil,Historical,EV sales,Cars,BEV,2010,Vehicles,10.0,59857.0,302.0,4.63,774.0,93.5,83.0,274.83,1211.0,3.0,186.38,50084.0
Brazil,Historical,EV sales share,Cars,EV,2010,percent,0.00034999998752,68573.0,426.76,4.87,2523.06,427.53,47.85,92.62,1773.0,4.47,94.0,66432.0
Brazil,Historical,EV sales share,Cars,EV,2011,percent,0.000280000007479,54010.0,380.0,6.99,370.0,56.24,27.92,63.16,1406.0,5.0,235.0,4996.0
Brazil,Historical,EV sales,Cars,BEV,2011,Vehicles,8.0,47259.0,179.0,6.56,2587.88,182.27,75.0,418.99,1759.76,4.0,206.0,7022.0
Brazil,Historical,EV sales,Cars,BEV,2012,Vehicles,22.0,53887.26,512.1,4.84,995.0,277.82,88.0,171.21,1855.51,4.49,186.04,88048.0
Brazil,Historical,EV sales,Cars,PHEV,2012,Vehicles,18.0,54496.25,280.18,3.46,1691.0,167.75,97.0,376.69,2436.0,6.0,186.54,65874.0
Brazil,Historical,EV sales share,Cars,EV,2012,percent,0.001300000003539,62008.0,417.17,10.43,2989.0,479.66,45.0,79.93,1770.98,7.0,165.0,93017.0
Brazil,Historical,EV sales share,Cars,EV,2013,percent,0.002400000113994,43007.0,279.2,6.57,1893.0,146.9,44.73,175.26,1734.53,5.0,207.0,37999.0
Brazil,Historical,EV sales share,Buses,EV,2013,percent,0.00760000012815,49551.0,231.0,1.38,493.0,-167.42,25.0,108.23,1082.0,4.59,187.06,45494.0
Brazil,Historical,EV sales share,Vans,EV,2013,percent,0.001399999950081,54817.72,569.0,3.38,1768.0,402.4,78.0,137.08,1054.0,4.45,186.91,53682.0
Brazil,Historical,EV sales,Cars,PHEV,2013,Vehicles,33.0,54255.0,440.0,11.07,752.0,132.35,64.0,145.45,1888.0,4.5,83.0,66623.0
Brazil,Historical,EV sales,Cars,BEV,2013,Vehicles,39.0,55069.54,284.27,10.36,2618.85,320.57,67.02,288.66,2077.0,4.5,187.06,50285.89
Brazil,Historical,EV sales,Buses,BEV,2013,Vehicles,5.0,67730.0,421.0,6.44,2409.0,405.68,21.0,49.88,1361.0,4.51,186.54,37301.0
Brazil,Historical,EV sales,Vans,BEV,2013,Vehicles,7.0,54714.0,165.0,2.69,2534.84,172.26,43.0,291.51,1774.39,4.52,219.0,68137.0
Brazil,Historical,EV sales,Vans,BEV,2014,Vehicles,13.0,68567.0,196.56,10.53,3457.0,295.92,39.0,235.45,1600.0,4.53,223.0,49326.51
Brazil,Historical,EV sales,Cars,BEV,2014,Vehicles,61.0,52878.0,191.76,7.09,3690.0,280.44,25.0,131.58,1667.2,4.56,187.18,61714.0
Brazil,Historical,EV stock,Cars,BEV,2014,Vehicles,61.0,46380.0,418.25,6.49,573.44,83.08,73.0,148.68,1867.99,4.6,240.0,50934.28
Brazil,Historical,EV sales share,Vans,EV,2014,percent,0.002600000007078,55868.77,151.0,6.47,2566.58,191.88,104.17,589.4,2019.0,3.0,187.79,10314.0
Brazil,Historical,EV sales share,Cars,EV,2014,percent,0.002199999988079,69681.0,462.0,1.67,-419.3,26.43,78.0,170.76,2073.0,7.0,155.0,28816.0
Brazil,Historical,EV stock share,Cars,EV,2014,percent,0.000159999995958,54597.75,294.98,2.78,773.0,63.39,37.0,180.49,1769.81,7.0,153.0,50355.66
Brazil,Historical,EV stock share,Cars,EV,2015,percent,0.000380000012228,54567.99,499.0,5.18,4209.0,840.12,53.0,106.21,1954.71,6.0,103.0,96049.0
Brazil,Historical,EV sales share,Cars,EV,2015,percent,0.004199999850243,32622.0,239.0,6.65,3585.8,391.39,55.86,299.49,1605.0,7.0,212.0,45383.0
Brazil,Historical,EV sales share,Vans,EV,2015,percent,0.00089999998454,54635.09,239.0,11.28,2455.53,222.38,68.0,333.5,1742.97,4.0,186.6,70888.0
Brazil,Historical,EV stock share,Buses,EV,2015,percent,0.00079999997979,66718.0,428.66,4.67,1884.0,270.54,76.0,211.7,1183.0,3.0,96.0,66717.0
Brazil,Historical,EV stock,Cars,BEV,2015,Vehicles,120.0,56646.0,387.0,6.29,-20.23,47.68,20.0,-11.62,2352.0,4.0,79.0,32488.0
Brazil,Historical,EV sales,Cars,BEV,2015,Vehicles,61.0,52462.0,295.0,9.35,2463.72,242.09,74.0,343.2,1115.0,3.0,187.2,50474.81
Brazil,Historical,EV sales,Cars,PHEV,2015,Vehicles,28.0,75735.0,543.0,4.2,3712.0,795.98,33.0,60.77,1431.88,2.0,186.22,43239.0
Brazil,Historical,EV stock,Cars,PHEV,2015,Vehicles,28.0,43356.0,211.0,9.11,4809.0,507.19,72.0,341.23,1818.83,7.0,189.05,13556.0
Brazil,Historical,EV sales,Vans,BEV,2015,Vehicles,3.0,43056.0,545.77,6.41,3362.0,707.36,68.65,124.61,1741.0,4.41,109.0,20014.0
Brazil,Historical,EV stock,Buses,BEV,2015,Vehicles,5.0,41053.0,205.0,7.28,1977.36,126.03,22.0,107.32,2299.0,4.58,116.0,57969.0
Brazil,Historical,EV stock,Buses,BEV,2016,Vehicles,5.0,55686.36,424.23,6.27,2406.0,506.22,35.0,66.54,2462.0,4.52,95.0,15090.0
Brazil,Historical,EV sales,Vans,BEV,2016,Vehicles,6.0,33266.0,274.78,9.87,1542.47,165.77,58.92,236.41,2457.0,3.0,188.19,51832.15
Brazil,Historical,EV stock,Cars,PHEV,2016,Vehicles,75.0,37602.0,140.0,10.75,2549.65,135.41,54.94,362.67,1703.0,3.0,247.0,39988.0
Brazil,Historical,EV sales,Cars,PHEV,2016,Vehicles,47.0,51827.0,562.0,6.44,3842.0,863.68,42.0,74.73,1138.0,6.0,187.67,50491.65
Brazil,Historical,EV sales,Cars,BEV,2016,Vehicles,130.0,56022.0,428.0,6.44,2016.0,345.14,63.0,147.2,1768.0,2.0,128.0,63895.0
Brazil,Historical,EV stock,Cars,BEV,2016,Vehicles,250.0,43408.0,543.0,4.55,4857.0,1054.94,38.05,112.34,1290.0,2.0,253.0,13139.0
Brazil,Historical,EV stock share,Buses,EV,2016,percent,0.000820000015665,70708.0,391.0,4.73,2874.0,449.49,43.0,92.97,1981.0,7.0,256.0,38427.0
Brazil,Historical,EV sales share,Vans,EV,2016,percent,0.002099999925122,55054.05,163.0,1.5,2515.86,192.27,86.67,490.8,2002.0,4.51,286.0,50289.42
Brazil,Historical,EV sales share,Cars,EV,2016,percent,0.010999999940395,56165.74,457.31,4.43,3336.39,597.06,57.5,124.73,1856.0,4.54,247.0,4732.0
Brazil,Historical,EV stock share,Cars,EV,2016,percent,0.00079999997979,55095.33,130.0,2.47,2518.0,85.05,97.0,554.28,1350.0,5.0,186.98,50288.99
Brazil,Historical,EV stock share,Cars,EV,2017,percent,0.001700000022538,33189.0,146.0,5.01,4612.0,269.34,67.0,458.9,1999.0,5.0,273.0,56739.0
Brazil,Historical,EV sales share,Cars,EV,2017,percent,0.023000000044704,55031.94,311.83,8.85,2533.02,353.79,46.0,167.31,2307.0,2.0,131.0,50289.37
Brazil,Historical,EV sales share,Vans,EV,2017,percent,0.006000000052154,66039.0,503.0,9.31,325.0,198.31,67.39,145.13,1668.0,4.55,229.0,23092.0
Brazil,Historical,EV stock share,Buses,EV,2017,percent,0.001300000003539,73123.0,288.0,10.54,4650.51,574.39,91.0,315.97,2176.0,5.0,186.39,46800.0
Brazil,Historical,EV sales share,Buses,EV,2017,percent,0.009800000116229,54456.0,336.0,4.91,4880.76,568.92,73.0,217.26,1144.0,4.42,94.0,14257.0
Brazil,Historical,EV stock,Cars,BEV,2017,Vehicles,320.0,72720.0,334.0,6.44,2692.26,312.58,79.0,236.53,1924.53,4.0,205.0,28823.0
Brazil,Historical,EV sales,Cars,BEV,2017,Vehicles,140.0,54366.09,467.0,6.41,1893.0,353.61,30.0,-72.46,2355.0,4.62,186.49,74457.0
Brazil,Historical,EV sales,Cars,PHEV,2017,Vehicles,290.0,55533.2,353.88,10.87,4211.0,555.24,95.0,371.35,1274.0,3.0,131.0,50225.33
Brazil,Historical,EV stock,Cars,PHEV,2017,Vehicles,360.0,75488.0,408.0,11.97,1683.0,274.67,68.66,136.78,2482.0,4.67,262.0,2288.0
Brazil,Historical,EV sales,Vans,BEV,2017,Vehicles,18.0,69136.0,201.0,6.51,3207.15,320.39,68.0,349.74,2053.0,4.52,280.0,90378.0
Brazil,Historical,EV stock,Buses,BEV,2017,Vehicles,8.0,59690.0,405.0,2.93,3714.0,601.67,85.0,209.88,1922.0,5.0,112.0,81521.0
Brazil,Historical,EV sales,Buses,BEV,2017,Vehicles,3.0,41928.0,429.83,6.13,1936.0,356.7,67.0,151.93,2114.0,7.0,236.0,51218.74
Brazil,Historical,EV sales,Buses,BEV,2018,Vehicles,18.0,65130.0,438.02,1.93,2181.0,442.31,33.0,65.09,1775.96,5.0,245.0,49590.43
Brazil,Historical,EV stock,Buses,BEV,2018,Vehicles,30.0,45841.0,561.08,7.24,4910.0,936.83,89.0,186.58,1802.33,5.0,157.0,12838.0
Brazil,Historical,EV sales,Vans,BEV,2018,Vehicles,5.0,67286.0,259.43,1.12,1555.08,113.29,55.0,259.43,1758.46,4.57,259.0,49452.15
